Format Version,1.22,Take Name,Turn left 180 ZY 2019-04-17 10.19.24 AM,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2019-04-17 10.19.28.994 上午,Total Frames in Take,1221,Total Exported Frames,1221,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Glob,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,LTip,LTip,LTip,Trunk Front,Trunk Front,Trunk Front,RTip,RTip,RTip,Trunk Back,Trunk Back,Trunk Back,,,,,,,,,,,,,,,,,,,
,,C4E50,C4E50,C4E50,C4EA0,C4EA0,C4EA0,C4EB0,C4EB0,C4EB0,C4F30,C4F30,C4F30,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,,,,,,,,
94,0.783333,-1022.415894,364.372406,1578.636597,-1143.203247,1144.207764,1734.978394,-1289.591431,355.00116,1579.060913,-1149.930664,1113.365112,1493.379761,,,,,,,,,,,,,,,,,,,
95,0.791667,-1022.41217,364.371826,1578.634644,-1143.179443,1144.200073,1734.992188,-1289.587402,355.003998,1579.065308,-1149.909668,1113.370239,1493.396118,,,,,,,,,,,,,,,,,,,
96,0.8,-1022.407776,364.371063,1578.632813,-1143.15625,1144.193115,1735.005127,-1289.583252,355.006622,1579.069946,-1149.888428,1113.375366,1493.411743,,,,,,,,,,,,,,,,,,,
97,0.808333,-1022.403503,364.370361,1578.630981,-1143.133545,1144.187134,1735.0177,-1289.578735,355.009125,1579.074951,-1149.867065,1113.380127,1493.426392,,,,,,,,,,,,,,,,,,,
98,0.816667,-1022.400513,364.370026,1578.62854,-1143.111328,1144.182007,1735.029663,-1289.574341,355.011536,1579.080322,-1149.845581,1113.384521,1493.440308,,,,,,,,,,,,,,,,,,,
99,0.825,-1022.39917,364.37027,1578.625244,-1143.089478,1144.177856,1735.04126,-1289.569824,355.013916,1579.085938,-1149.823853,1113.388916,1493.453125,,,,,,,,,,,,,,,,,,,
100,0.833333,-1022.399658,364.370941,1578.62146,-1143.067993,1144.174927,1735.052246,-1289.565063,355.016266,1579.091675,-1149.802124,1113.393188,1493.465088,,,,,,,,,,,,,,,,,,,
101,0.841667,-1022.401123,364.371857,1578.61792,-1143.046509,1144.172974,1735.062744,-1289.559937,355.018585,1579.09729,-1149.779785,1113.397461,1493.476318,,,,,,,,,,,,,,,,,,,
102,0.85,-1022.402771,364.372711,1578.615112,-1143.025146,1144.171997,1735.072632,-1289.554443,355.020844,1579.102661,-1149.757324,1113.401855,1493.486816,,,,,,,,,,,,,,,,,,,
103,0.858333,-1022.404175,364.373291,1578.613525,-1143.003662,1144.171753,1735.082153,-1289.548706,355.023102,1579.107544,-1149.734375,1113.40625,1493.496704,,,,,,,,,,,,,,,,,,,
104,0.866667,-1022.404785,364.373688,1578.613525,-1142.981934,1144.172241,1735.091187,-1289.542969,355.025391,1579.111694,-1149.71106,1113.410889,1493.505981,,,,,,,,,,,,,,,,,,,
105,0.875,-1022.404541,364.373901,1578.615112,-1142.959595,1144.17334,1735.099854,-1289.536987,355.027649,1579.115356,-1149.687378,1113.415649,1493.514771,,,,,,,,,,,,,,,,,,,
106,0.883333,-1022.403259,364.373962,1578.618042,-1142.936523,1144.175171,1735.108398,-1289.531006,355.029877,1579.118408,-1149.663452,1113.420532,1493.523315,,,,,,,,,,,,,,,,,,,
107,0.891667,-1022.400635,364.373932,1578.622437,-1142.912476,1144.177368,1735.116821,-1289.525024,355.032074,1579.120972,-1149.639282,1113.425415,1493.531494,,,,,,,,,,,,,,,,,,,
108,0.9,-1022.396912,364.373749,1578.628052,-1142.887451,1144.180054,1735.125244,-1289.519165,355.034241,1579.123169,-1149.614746,1113.43042,1493.539429,,,,,,,,,,,,,,,,,,,
109,0.908333,-1022.392151,364.373413,1578.63501,-1142.861206,1144.182983,1735.134155,-1289.51355,355.036346,1579.124878,-1149.5896,1113.435547,1493.547241,,,,,,,,,,,,,,,,,,,
